src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
assistant	eng	asistent	ces	106
assistant	eng	asistent	ces	106
Assistent	deu	asistent	ces	106
Helfer	deu	asistent	ces	106
Mitarbeiter	deu	asistent	ces	106
assistant	fra	asistent	ces	106
aide	fra	asistent	ces	106
auxiliaire	fra	asistent	ces	106
assistent	nld	asistent	ces	106
ассисте́нтка	rus	asistent	ces	106
помо́щница	rus	asistent	ces	106
ассисте́нт	rus	asistent	ces	106
помо́щник	rus	asistent	ces	106
asistente	spa	asistent	ces	106
ayudante	spa	asistent	ces	106
asistente	spa	asistent	ces	106
Assistent	deu	asistent	ces	106
assistant	eng	asistent	ces	106
assistant	fra	asistent	ces	106
assistent	nld	asistent	ces	106
помощник	rus	asistent	ces	106
assistants	eng	asistenti	ces	106
assistants	eng	asistenti	ces	106
assistants	eng	asistenti	ces	106
Assistent	deu	asistent pedagoga	ces	106
assistent	nld	asistent pedagoga	ces	106
assistant	fra	asistent pedagoga	ces	106
assistant	eng	asistent pedagoga	ces	106
ayudante	spa	asistent pedagoga	ces	106
Assistent	deu	asistent učitele	ces	106
assistent	nld	asistent učitele	ces	106
assistant	fra	asistent učitele	ces	106
assistant	eng	asistent učitele	ces	106
ayudante	spa	asistent učitele	ces	106
ассистентка	rus	asistentka	ces	106
assistant	fra	asistentka	ces	106
assistante	fra	asistentka	ces	106
Assistentin	deu	asistentka	ces	106
assistant	eng	asistentka	ces	106
Assistent	deu	asistentka	ces	106
Helfer	deu	asistentka	ces	106
Mitarbeiter	deu	asistentka	ces	106
assistant	fra	asistentka	ces	106
aide	fra	asistentka	ces	106
auxiliaire	fra	asistentka	ces	106
assistent	nld	asistentka	ces	106
ассисте́нтка	rus	asistentka	ces	106
помо́щница	rus	asistentka	ces	106
ассисте́нт	rus	asistentka	ces	106
помо́щник	rus	asistentka	ces	106
asistente	spa	asistentka	ces	106
ayudante	spa	asistentka	ces	106
Assi	deu	asistentka	ces	106
Assistent	deu	asistentka	ces	106
Assistentin	deu	asistentka	ces	106
Gehilfe	deu	asistentka	ces	106
Helfer	deu	asistentka	ces	106
Hilfskraft	deu	asistentka	ces	106
Hilfsprogramm	deu	asistentka	ces	106
Mitarbeiter	deu	asistentka	ces	106
abetter	eng	asistentka	ces	106
abetters	eng	asistentka	ces	106
abettors	eng	asistentka	ces	106
acolyte	eng	asistentka	ces	106
adjunct	eng	asistentka	ces	106
aid	eng	asistentka	ces	106
assistant	eng	asistentka	ces	106
assistants	eng	asistentka	ces	106
auxiliary	eng	asistentka	ces	106
backer	eng	asistentka	ces	106
backers	eng	asistentka	ces	106
coadjutor	eng	asistentka	ces	106
help	eng	asistentka	ces	106
helper	eng	asistentka	ces	106
helpers	eng	asistentka	ces	106
helpmate	eng	asistentka	ces	106
helpmates	eng	asistentka	ces	106
helpmeet	eng	asistentka	ces	106
servant	eng	asistentka	ces	106
supporters	eng	asistentka	ces	106
adjoint	fra	asistentka	ces	106
adjointe	fra	asistentka	ces	106
aide	fra	asistentka	ces	106
assistant	fra	asistentka	ces	106
assistante	fra	asistentka	ces	106
auxiliaire	fra	asistentka	ces	106
domestique	fra	asistentka	ces	106
second	fra	asistentka	ces	106
serviteur	fra	asistentka	ces	106
adjunct	nld	asistentka	ces	106
assistent	nld	asistentka	ces	106
handlanger	nld	asistentka	ces	106
helper	nld	asistentka	ces	106
hulp	nld	asistentka	ces	106
knecht	nld	asistentka	ces	106
адъюнкт	rus	asistentka	ces	106
ассистент	rus	asistentka	ces	106
ассистентка	rus	asistentka	ces	106
заместитель	rus	asistentka	ces	106
подручный	rus	asistentka	ces	106
помощник	rus	asistentka	ces	106
помощница	rus	asistentka	ces	106
пособница	rus	asistentka	ces	106
товарищ	rus	asistentka	ces	106
asistente	spa	asistentka	ces	106
ayudante	spa	asistentka	ces	106
subjefe	spa	asistentka	ces	106
aid	eng	asistovat	ces	106
help	eng	asistovat	ces	106
aid	eng	asistovat	ces	106
aid	eng	asistovat	ces	106
help	eng	asistovat	ces	106
aid	eng	asistovat	ces	106
help	eng	asistovat	ces	106
aid	eng	asistovat	ces	106
help	eng	asistovat	ces	106
help	eng	asistovat	ces	106
aid	eng	asistovat	ces	106
help	eng	asistovat	ces	106
help	eng	asistovat	ces	106
aid	eng	asistence	ces	106
help	eng	asistence	ces	106
Hilfe	deu	asistence	ces	106
hulp	nld	asistence	ces	106
Hilfe	deu	asistence	ces	106
aid	eng	asistence	ces	106
help	eng	asistence	ces	106
patronage	eng	asistence	ces	106
aide	fra	asistence	ces	106
assistant	fra	asistence	ces	106
assistent	nld	asistence	ces	106
helper	nld	asistence	ces	106
hulp	nld	asistence	ces	106
ayudante	spa	asistence	ces	106
Hilfe	deu	asistence	ces	106
aid	eng	asistence	ces	106
help	eng	asistence	ces	106
aide	fra	asistence	ces	106
hulp	nld	asistence	ces	106
Hilfe	deu	asistence	ces	106
aid	eng	asistence	ces	106
help	eng	asistence	ces	106
aide	fra	asistence	ces	106
hulp	nld	asistence	ces	106
Hilfe	deu	asistence	ces	106
aid	eng	asistence	ces	106
help	eng	asistence	ces	106
aide	fra	asistence	ces	106
hulp	nld	asistence	ces	106
ayudante	spa	asistence	ces	106
aid	eng	asistence	ces	106
hulp	nld	asistence	ces	106
Hilfe	deu	asistence	ces	106
help	eng	asistence	ces	106
aide	fra	asistence	ces	106
assistant	fra	asistující	ces	106
ascete	fra	asketka	ces	106
company	eng	asociace	ces	106
кандидат	rus	aspirant	ces	106
aspirant	fra	aspirant	ces	106
aspirant	fra	aspirantka	ces	106
Anwärterin	deu	aspirantka	ces	106
Aspirantin	deu	aspirantka	ces	106
aspirant	fra	aspirující	ces	106
asthmatique	fra	astmatický	ces	106
asthmatique	fra	astmatický	ces	106
asthmatique	fra	astmatický	ces	106
asthmatique	fra	astmatik	ces	106
asthmatique	fra	astmatik	ces	106
asthmatique	fra	astmatička	ces	106
астроном	rus	astronom	ces	106
астроном	rus	astronom	ces	106
astronome	fra	astronom	ces	106
астроном	rus	astronom	ces	106
астроном	rus	astronom	ces	106
astronome	fra	astronom	ces	106
astronome	fra	astronom	ces	106
astronome	fra	astronom	ces	106
астроном	rus	astronom	ces	106
Astronomin	deu	astronom	ces	106
astronome	fra	astronom	ces	106
астроном	rus	astronom	ces	106
astronome	fra	astronom	ces	106
astronome	fra	astronom	ces	106
astronome	fra	astronom	ces	106
астроном	rus	astronom	ces	106
Astronomin	deu	astronom	ces	106
astronome	fra	astronom	ces	106
Astronomin	deu	astronom	ces	106
astronome	fra	astronom	ces	106
астроном	rus	astronom	ces	106
astrónoma	spa	astronom	ces	106
астроном	rus	astronomka	ces	106
astronome	fra	astronomka	ces	106
Astronomin	deu	astronomka	ces	106
astrónoma	spa	astronomka	ces	106
astrónoma	spa	astronomka	ces	106
astronaute	fra	astronaut	ces	106
astronaute	fra	astronaut	ces	106
astronaute	fra	astronaut	ces	106
Astronautin	deu	astronaut	ces	106
Kosmonautin	deu	astronaut	ces	106
astronaute	fra	astronaut	ces	106
cosmonaute	fra	astronaut	ces	106
astronaute	fra	astronautka	ces	106
Astronautin	deu	astronautka	ces	106
astróloga	spa	astrolog	ces	106
astróloga	spa	astrolog	ces	106
-e	deu	astroláb	ces	106
-	deu	astronomie	ces	106
булава	rus	atamanské žezlo	ces	106
Aktenkoffer	deu	atašé	ces	106
Aktentasche	deu	atašé	ces	106
atheist	eng	ateista	ces	106
атеист	rus	ateista	ces	106
атеист	rus	ateista	ces	106
атеист	rus	ateista	ces	106
atheist	eng	ateista	ces	106
athée	fra	ateista	ces	106
Atheist	deu	ateista	ces	106
ateo	spa	ateista	ces	106
atheïst	nld	ateista	ces	106
atheist	eng	ateista	ces	106
atheist	eng	ateista	ces	106
Atheistin	deu	ateista	ces	106
Atheist	deu	ateista	ces	106
athée	fra	ateista	ces	106
atheïst	nld	ateista	ces	106
atheïste	nld	ateista	ces	106
атеи́ст	rus	ateista	ces	106
атеи́стка	rus	ateista	ces	106
atea	spa	ateista	ces	106
ateo	spa	ateista	ces	106
Nichtglaubender	deu	ateista	ces	106
Agnostiker	deu	ateista	ces	106
Nichtglaubende	deu	ateista	ces	106
athéiste	fra	ateista	ces	106
agnosticus	nld	ateista	ces	106
agnost	nld	ateista	ces	106
неве́рующая	rus	ateista	ces	106
неве́рующий	rus	ateista	ces	106
безбо́жник	rus	ateista	ces	106
безбо́жница	rus	ateista	ces	106
атеист	rus	ateista	ces	106
ateísta	spa	ateista	ces	106
Atheist	deu	ateista	ces	106
atheist	eng	ateista	ces	106
athée	fra	ateista	ces	106
безбожник	rus	ateista	ces	106
атеист	rus	ateista	ces	106
ateo	spa	ateista	ces	106
atheist	eng	ateista	ces	106
athée	fra	ateista	ces	106
атеист	rus	ateista	ces	106
Atheist	deu	ateista	ces	106
atheïst	nld	ateista	ces	106
ateo	spa	ateista	ces	106
Atheist	deu	ateista	ces	106
atheist	eng	ateista	ces	106
athée	fra	ateista	ces	106
Atheist	deu	ateista	ces	106
Atheisten	deu	ateista	ces	106
Atheistin	deu	ateista	ces	106
atheist	eng	ateista	ces	106
athée	fra	ateista	ces	106
athéiste	fra	ateista	ces	106
incroyant	fra	ateista	ces	106
atheïst	nld	ateista	ces	106
атеист	rus	ateista	ces	106
безбожник	rus	ateista	ces	106
ateo	spa	ateista	ces	106
ateísta	spa	ateista	ces	106
atheist	eng	ateistický	ces	106
athée	fra	ateistický	ces	106
Atheisten	deu	ateisti	ces	106
atheist	eng	ateistka	ces	106
Atheistin	deu	ateistka	ces	106
Atheist	deu	ateistka	ces	106
athée	fra	ateistka	ces	106
atheïst	nld	ateistka	ces	106
atheïste	nld	ateistka	ces	106
атеи́ст	rus	ateistka	ces	106
атеи́стка	rus	ateistka	ces	106
atea	spa	ateistka	ces	106
ateo	spa	ateistka	ces	106
Nichtglaubender	deu	ateistka	ces	106
Agnostiker	deu	ateistka	ces	106
Nichtglaubende	deu	ateistka	ces	106
athéiste	fra	ateistka	ces	106
agnosticus	nld	ateistka	ces	106
agnost	nld	ateistka	ces	106
неве́рующая	rus	ateistka	ces	106
неве́рующий	rus	ateistka	ces	106
безбо́жник	rus	ateistka	ces	106
безбо́жница	rus	ateistka	ces	106
Atheistin	deu	ateistka	ces	106
атеистка	rus	ateistka	ces	106
atea	spa	ateistka	ces	106
ateísta	spa	ateistka	ces	106
Atheist	deu	ateistka	ces	106
Atheisten	deu	ateistka	ces	106
Atheistin	deu	ateistka	ces	106
atheist	eng	ateistka	ces	106
athée	fra	ateistka	ces	106
athéiste	fra	ateistka	ces	106
incroyant	fra	ateistka	ces	106
atheïst	nld	ateistka	ces	106
атеист	rus	ateistka	ces	106
безбожник	rus	ateistka	ces	106
ateo	spa	ateistka	ces	106
ateísta	spa	ateistka	ces	106
убийца	rus	atentátník	ces	106
уби́йца	rus	atentátník	ces	106
убийца	rus	atentátník	ces	106
asesina	spa	atentátník	ces	106
athlete	eng	atlet	ces	106
атлет	rus	atlet	ces	106
атлет	rus	atlet	ces	106
атлет	rus	atlet	ces	106
athlete	eng	atlet	ces	106
Athlet	deu	atlet	ces	106
atleet	nld	atlet	ces	106
athlete	eng	atlet	ces	106
athlete	eng	atlet	ces	106
легкоатле́т	rus	atlet	ces	106
athlète	fra	atlet	ces	106
атлет	rus	atlet	ces	106
Athlet	deu	atlet	ces	106
athlete	eng	atlet	ces	106
jock	eng	atlet	ces	106
athlète	fra	atlet	ces	106
Athlet	deu	atlet	ces	106
Athletin	deu	atlet	ces	106
Leichtathlet	deu	atlet	ces	106
Leichtathletin	deu	atlet	ces	106
Sportler	deu	atlet	ces	106
Wettkämpfer	deu	atlet	ces	106
athlete	eng	atlet	ces	106
jock	eng	atlet	ces	106
sportsman	eng	atlet	ces	106
sportsperson	eng	atlet	ces	106
sportswoman	eng	atlet	ces	106
wrestler	eng	atlet	ces	106
joueur	fra	atlet	ces	106
atleet	nld	atlet	ces	106
атлет	rus	atlet	ces	106
легкоатлет	rus	atlet	ces	106
спортсмен	rus	atlet	ces	106
atleta	spa	atlet	ces	106
deportista	spa	atlet	ces	106
sportif	fra	atletický	ces	106
sportif	fra	atletický	ces	106
sport	eng	atletika	ces	106
model	eng	atrapa	ces	106
model	eng	atrapa	ces	106
waarzegger	nld	augur	ces	106
прорица́тель	rus	augur	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
машина	rus	auto	ces	106
-e	deu	auto	ces	106
машина	rus	auto	ces	106
coach	eng	autobus	ces	106
coach	eng	autobus	ces	106
coach	eng	autobus	ces	106
coach	eng	autobus	ces	106
coach	eng	autobus	ces	106
coach	eng	autobus	ces	106
coach	eng	autokar	ces	106
coach	eng	autokar	ces	106
coach	eng	autokar	ces	106
машина	rus	automobil	ces	106
машина	rus	automobil	ces	106
машина	rus	automobil	ces	106
машина	rus	automobil	ces	106
машина	rus	automobil	ces	106
-e	deu	automobil	ces	106
машина	rus	automobil	ces	106
coach	eng	automobil	ces	106
машина	rus	automobil	ces	106
automobiliste	fra	automobilista	ces	106
машина	rus	automobil osobní	ces	106
Autor	deu	autor	ces	106
Autorin	deu	autor	ces	106
auteur	nld	autor	ces	106
auteur	fra	autor	ces	106
author	eng	autor	ces	106
автор	rus	autor	ces	106
создатель	rus	autor	ces	106
Autor	deu	autor	ces	106
Autorin	deu	autor	ces	106
Verfasser	deu	autor	ces	106
auteur	nld	autor	ces	106
schrijver	nld	autor	ces	106
auteur	fra	autor	ces	106
author	eng	autor	ces	106
writer	eng	autor	ces	106
автор	rus	autor	ces	106
Autor	deu	autor	ces	106
auteur	nld	autor	ces	106
auteur	fra	autor	ces	106
author	eng	autor	ces	106
auteur	fra	autor	ces	106
автор	rus	autor	ces	106
автор	rus	autor	ces	106
автор	rus	autor	ces	106
author	eng	autor	ces	106
auteur	fra	autor	ces	106
Verfasser	deu	autor	ces	106
Autor	deu	autor	ces	106
auteur	nld	autor	ces	106
opsteller	nld	autor	ces	106
schepper	nld	autor	ces	106
schrijver	nld	autor	ces	106
bedenker	nld	autor	ces	106
stilist	nld	autor	ces	106
author	eng	autor	ces	106
Autor	deu	autor	ces	106
author	eng	autor	ces	106
auteur	fra	autor	ces	106
Verfasser	deu	autor	ces	106
author	eng	autor	ces	106
auteur	fra	autor	ces	106
auteur	nld	autor	ces	106
автор	rus	autor	ces	106
author	eng	autor	ces	106
Autor	deu	autor	ces	106
Autorin	deu	autor	ces	106
auteur	fra	autor	ces	106
auteure	fra	autor	ces	106
auteur	nld	autor	ces	106
schrijfster	nld	autor	ces	106
schrijver	nld	autor	ces	106
Schriftstellerin	deu	autor	ces	106
writer	eng	autor	ces	106
author	eng	autor	ces	106
auteur	fra	autor	ces	106
écrivain	fra	autor	ces	106
écrivaine	fra	autor	ces	106
schrijver	nld	autor	ces	106
писательница	rus	autor	ces	106
auteur	fra	autor	ces	106
автор	rus	autor	ces	106
writer	eng	autor	ces	106
écrivain	fra	autor	ces	106
auteur	nld	autor	ces	106
schrijver	nld	autor	ces	106
author	eng	autor	ces	106
writer	eng	autor	ces	106
artisan	fra	autor	ces	106
auteur	fra	autor	ces	106
écrivain	fra	autor	ces	106
auteur	nld	autor	ces	106
schepper	nld	autor	ces	106
автор	rus	autor	ces	106
создатель	rus	autor	ces	106
dramaturge	fra	autor divadelní hry	ces	106
Vorgesetzte	deu	autoritář	ces	106
author	eng	autorka	ces	106
authoress	eng	autorka	ces	106
автор	rus	autorka	ces	106
authoress	eng	autorka	ces	106
author	eng	autorka	ces	106
Verfasserin	deu	autorka	ces	106
Autor	deu	autorka	ces	106
Autorin	deu	autorka	ces	106
auteur	nld	autorka	ces	106
opsteller	nld	autorka	ces	106
schepper	nld	autorka	ces	106
schrijver	nld	autorka	ces	106
bedenker	nld	autorka	ces	106
stilist	nld	autorka	ces	106
schrijfster	nld	autorka	ces	106
author	eng	autorka	ces	106
authoress	eng	autorka	ces	106
Autor	deu	autorka	ces	106
Autorin	deu	autorka	ces	106
Merkheft	deu	autorka	ces	106
Notizheft	deu	autorka	ces	106
Schriftstellerin	deu	autorka	ces	106
Verfasser	deu	autorka	ces	106
Verfasserin	deu	autorka	ces	106
author	eng	autorka	ces	106
female author	eng	autorka	ces	106
female writer	eng	autorka	ces	106
writer	eng	autorka	ces	106
auteur	fra	autorka	ces	106
auteure	fra	autorka	ces	106
auteuresse	fra	autorka	ces	106
authoresse	fra	autorka	ces	106
autrice	fra	autorka	ces	106
femme-auteur	fra	autorka	ces	106
écrivain	fra	autorka	ces	106
écrivaine	fra	autorka	ces	106
auteur	nld	autorka	ces	106
notitieboekje	nld	autorka	ces	106
optekenboekje	nld	autorka	ces	106
schrijfster	nld	autorka	ces	106
schrijver	nld	autorka	ces	106
писательница	rus	autorka	ces	106
cuaderno	spa	autorka	ces	106
Anhalter	deu	autostopař	ces	106
Abenteurerin	deu	avanturistka	ces	106
авантюристка	rus	avanturistka	ces	106
авантюристка	rus	avanturistka	ces	106
Abenteurerin	deu	avanturistka	ces	106
adventuress	eng	avanturistka	ces	106
aventurière	fra	avanturistka	ces	106
aventurera	spa	avanturistka	ces	106
-	deu	avantgarda	ces	106
-e	deu	avatar	ces	106
-e	deu	avatar	ces	106
-e	deu	avatar	ces	106
-e	deu	axiom	ces	106
a	spa	až k	ces	106
hag	eng	baba	ces	106
beldam	eng	baba	ces	106
crone	eng	baba	ces	106
hag	eng	baba	ces	106
bruja	spa	baba	ces	106
hag	eng	baba	ces	106
Hexe	deu	baba	ces	106
Vettel	deu	baba	ces	106
borer	eng	baba	ces	106
grandmother	eng	baba	ces	106
harpy	eng	baba	ces	106
slime eel	eng	baba	ces	106
бабка	rus	baba	ces	106
старуха	rus	baba	ces	106
bruja	spa	baba	ces	106
granny	eng	babi	ces	106
granny	eng	babi	ces	106
granny	eng	babi	ces	106
mémé	fra	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
бабка	rus	babička	ces	106
старушка	rus	babička	ces	106
бабка	rus	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
ба́бка	rus	babička	ces	106
ба́бушка	rus	babička	ces	106
бабу́ся	rus	babička	ces	106
бабу́ля	rus	babička	ces	106
ба́ба	rus	babička	ces	106
ба́бушка	rus	babička	ces	106
бабу́ся	rus	babička	ces	106
бабу́ля	rus	babička	ces	106
ба́ба	rus	babička	ces	106
granny	eng	babička	ces	106
mémé	fra	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
grandmother	eng	babička	ces	106
granny	eng	babička	ces	106
grandmother	eng	babička	ces	106
beldame	eng	babička	ces	106
granny	eng	babička	ces	106
mémé	fra	babička	ces	106
старушка	rus	babička	ces	106
beldam	eng	babizna	ces	106
hag	eng	babizna	ces	106
карбюратор	rus	babizna	ces	106
beldam	eng	babizna	ces	106
crone	eng	babizna	ces	106
hag	eng	babizna	ces	106
beldam	eng	babizna	ces	106
hag	eng	babizna	ces	106
crone	eng	babizna	ces	106
sorcière	fra	babizna	ces	106
heks	nld	babizna	ces	106
карга́	rus	babizna	ces	106
bruja	spa	babizna	ces	106
hag	eng	babizna	ces	106
Hexe	deu	babizna	ces	106
sorcière	fra	babizna	ces	106
ве́дьма	rus	babizna	ces	106
bruja	spa	babizna	ces	106
Vettel	deu	babizna	ces	106
mégère	fra	babizna	ces	106
harpie	fra	babizna	ces	106
карга́	rus	babizna	ces	106
Hexe	deu	babizna	ces	106
Vettel	deu	babizna	ces	106
borer	eng	babizna	ces	106
grandmother	eng	babizna	ces	106
harpy	eng	babizna	ces	106
slime eel	eng	babizna	ces	106
бабка	rus	babizna	ces	106
старуха	rus	babizna	ces	106
bruja	spa	babizna	ces	106
pavo real	spa	babočka paví oko	ces	106
Pfau	deu	babočka paví oko	ces	106
paon	fra	babočka paví oko	ces	106
бабка	rus	babka	ces	106
-e	deu	babočka	ces	106
палочка	rus	bacil	ces	106
scholar	eng	badatel	ces	106
scholar	eng	badatel	ces	106
student	nld	badatel	ces	106
schooljongen	nld	badatel	ces	106
scholier	nld	badatel	ces	106
scholar	eng	badatel	ces	106
Wissenschaftlerin	deu	badatel	ces	106
исследовательница	rus	badatelka	ces	106
исследовательница	rus	badatelka	ces	106
chercheuse	fra	badatelka	ces	106
Liebe	deu	bagatel	ces	106
love	eng	bagatel	ces	106
voleur	fra	bandita	ces	106
voleur	fra	bandita	ces	106
вор	rus	bandita	ces	106
case	eng	bagáž	ces	106
-e	deu	bahno	ces	106
diplomado	spa	bakalář	ces	106
diplomado	spa	bakalářská hodnost	ces	106
вакханка	rus	bakchantka	ces	106
marquise	fra	baldachýn	ces	106
filling	eng	balení	ces	106
filling	eng	balicí technika	ces	106
paysan	fra	balík	ces	106
-en	deu	banalita	ces	106
banker	eng	bankéřka	ces	106
bankier	nld	bankéřka	ces	106
bankdirecteur	nld	bankéřka	ces	106
banker	eng	bankéřka	ces	106
-n	deu	banán	ces	106
Bardame	deu	bardáma	ces	106
Sänger	deu	bard	ces	106
poète	fra	bard	ces	106
coloured pencil	eng	barevná tužka	ces	106
crayon	eng	barevná tužka	ces	106
crayon	eng	barevná tužka	ces	106
coloured pencil	eng	barevná tužka	ces	106
Buntstift	deu	barevná tužka	ces	106
Farbstift	deu	barevná tužka	ces	106
crayon	eng	barevná tužka	ces	106
Zeichenstift	deu	barevná tužka	ces	106
pastel	fra	barevná tužka	ces	106
kleurpotlood	nld	barevná tužka	ces	106
пасте́ль	rus	barevná tužka	ces	106
цветно́й каранда́ш	rus	barevná tužka	ces	106
crayón	spa	barevná tužka	ces	106
creyón	spa	barevná tužka	ces	106
Buntstift	deu	barevná tužka	ces	106
Farbstift	deu	barevná tužka	ces	106
Kreide	deu	barevná tužka	ces	106
Malstift	deu	barevná tužka	ces	106
Stift	deu	barevná tužka	ces	106
Wachsmalstift	deu	barevná tužka	ces	106
Zeichenstift	deu	barevná tužka	ces	106
craie	fra	barevná tužka	ces	106
crayon	fra	barevná tužka	ces	106
pastelle	fra	barevná tužka	ces	106
kleurpotlood	nld	barevná tužka	ces	106
пастель	rus	barevná tužka	ces	106
цветной карандаш	rus	barevná tužka	ces	106
crayón	spa	barevná tužka	ces	106
creyón	spa	barevná tužka	ces	106
tiza	spa	barevná tužka	ces	106
barmaid	eng	barmanka	ces	106
barmaid	eng	barmanka	ces	106
barmaid	fra	barmanka	ces	106
Bardame	deu	barmanka	ces	106
barmaid	eng	barmanka	ces	106
barmaid	eng	barmanka	ces	106
barmaid	fra	barmanka	ces	106
барме́нша	rus	barmanka	ces	106
буфе́тчица	rus	barmanka	ces	106
де́вушка за сто́йкой	rus	barmanka	ces	106
barmaid	eng	barmanka	ces	106
barmaid	fra	barmanka	ces	106
Bardame	deu	barmanka	ces	106
waiter	eng	barmanka	ces	106
waitress	eng	barmanka	ces	106
barmaid	fra	barmanka	ces	106
garçon	fra	barmanka	ces	106
serveuse	fra	barmanka	ces	106
буфетчица	rus	barmanka	ces	106
кельнер	rus	barmanka	ces	106
официант	rus	barmanka	ces	106
Kellner	deu	barman	ces	106
Ober	deu	barman	ces	106
waiter	eng	barman	ces	106
кельнер	rus	barman	ces	106
официант	rus	barman	ces	106
baroness	eng	baronka	ces	106
баронесса	rus	baronka	ces	106
баронесса	rus	baronka	ces	106
baroness	eng	baronka	ces	106
baronne	fra	baronka	ces	106
Baronin	deu	baronka	ces	106
baronesa	spa	baronka	ces	106
barones	nld	baronka	ces	106
baroness	eng	baronka	ces	106
baroness	eng	baronka	ces	106
Baroness	deu	baronka	ces	106
baronne	fra	baronka	ces	106
barones	nld	baronka	ces	106
бароне́сса	rus	baronka	ces	106
baronesa	spa	baronka	ces	106
Baroness	deu	baronka	ces	106
Baronesse	deu	baronka	ces	106
Baronin	deu	baronka	ces	106
Freiherrin	deu	baronka	ces	106
baroness	eng	baronka	ces	106
baronne	fra	baronka	ces	106
barones	nld	baronka	ces	106
баронесса	rus	baronka	ces	106
baronesa	spa	baronka	ces	106
baroness	eng	baronesa	ces	106
баронесса	rus	baronesa	ces	106
baroness	eng	baronesa	ces	106
barones	nld	baronesa	ces	106
Baroness	deu	baronesa	ces	106
Baronesse	deu	baronesa	ces	106
Baronin	deu	baronesa	ces	106
Freiherrin	deu	baronesa	ces	106
baroness	eng	baronesa	ces	106
baronne	fra	baronesa	ces	106
barones	nld	baronesa	ces	106
баронесса	rus	baronesa	ces	106
baronesa	spa	baronesa	ces	106
Basketballspieler	deu	basketbalista	ces	106
basketball player	eng	basketbalista	ces	106
Basketballspieler	deu	basketbalista	ces	106
Basketballer	deu	basketbalista	ces	106
basketteuse	fra	basketbalista	ces	106
basketteur	fra	basketbalista	ces	106
баскетболи́стка	rus	basketbalista	ces	106
баскетболи́ст	rus	basketbalista	ces	106
baloncestista	spa	basketbalista	ces	106
bastardisation	eng	bastardizace	ces	106
бастардизация	rus	bastardizace	ces	106
bastardisation	eng	bastardizace	ces	106
bastardisation	eng	bastardizace	ces	106
Verfälschung	deu	bastardizace	ces	106
abâtardissement	fra	bastardizace	ces	106
verbastering	nld	bastardizace	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
backpack	eng	batoh	ces	106
штопка	rus	bavlnka na štupování	ces	106
-e	deu	bažina	ces	106
case	eng	bedna	ces	106
Kiste	deu	bedna	ces	106
ящик	rus	bedna	ces	106
case	eng	bedna	ces	106
ящик	rus	bedna	ces	106
ящик	rus	bedna	ces	106
case	eng	bedna	ces	106
Kasten	deu	bedna	ces	106
Kiste	deu	bedna	ces	106
case	eng	bedna	ces	106
Kasten	deu	bedna	ces	106
Kiste	deu	bedna	ces	106
Kasten	deu	bedna	ces	106
buis	nld	bedna	ces	106
case	eng	bedna	ces	106
Kiste	deu	bedna	ces	106
Kiste	deu	bedna	ces	106
Kasten	deu	bedna	ces	106
Kiste	deu	bedna	ces	106
Kasten	deu	bedna	ces	106
ящик	rus	bedna	ces	106
Kasten	deu	bedna	ces	106
case	eng	bedna	ces	106
cajón	spa	bedna	ces	106
case	eng	bedna	ces	106
Kiste	deu	bedna	ces	106
board	eng	bednit	ces	106
board	eng	bednit	ces	106
board	eng	bednit	ces	106
demoiselle	fra	beranidlo	ces	106
Verteidigerin	deu	bek	ces	106
Nonne	deu	bekyně mniška	ces	106
Nonne	deu	bekyně mniška	ces	106
bête	fra	bestie	ces	106
bêta	fra	beta	ces	106
безбожник	rus	bezbožník	ces	106
ateo	spa	bezbožný	ces	106
idiot	fra	bezmyšlenkovitý	ces	106
vegetarian	eng	bezmasý	ces	106
black	eng	beznadějný	ces	106
атеист	rus	bezvěrec	ces	106
безбожник	rus	bezvěrec	ces	106
atheist	eng	bezvěrec	ces	106
athée	fra	bezvěrec	ces	106
Atheist	deu	bezvěrec	ces	106
ateo	spa	bezvěrec	ces	106
Atheist	deu	bezvěrec	ces	106
Atheisten	deu	bezvěrec	ces	106
Atheistin	deu	bezvěrec	ces	106
atheist	eng	bezvěrec	ces	106
