src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
Korpuskel	deu	korpuskule	ces	106
pilletje	nld	korpuskule	ces	106
corpuscle	eng	korpuskule	ces	106
Korpuskel	deu	korpuskule	ces	106
corpuscule	fra	korpuskule	ces	106
корпу́скула	rus	korpuskule	ces	106
части́чка	rus	korpuskule	ces	106
части́ца	rus	korpuskule	ces	106
те́льце	rus	korpuskule	ces	106
corpúsculo	spa	korpuskule	ces	106
Blutkörperchen	deu	korpuskule	ces	106
Blutzelle	deu	korpuskule	ces	106
blood cell	eng	korpuskule	ces	106
corpuscule	eng	korpuskule	ces	106
globule	eng	korpuskule	ces	106
corpuscule	fra	korpuskule	ces	106
pilletje	nld	korpuskule	ces	106
корпускула	rus	korpuskule	ces	106
corpúsculo	spa	korpuskule	ces	106
glóbulo	spa	korpuskule	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
венец	rus	koruna	ces	106
корона	rus	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
венок	rus	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
crown	eng	koruna	ces	106
крона	rus	koruna	ces	106
kroon	nld	koruna	ces	106
corolla	eng	koruna	ces	106
Kranz	deu	koruna	ces	106
Krone	deu	koruna	ces	106
krans	nld	koruna	ces	106
kroon	nld	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
венец	rus	koruna	ces	106
Krone	deu	koruna	ces	106
kroon	nld	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
корона	rus	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
венок	rus	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
венец	rus	koruna	ces	106
корона	rus	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
crown	eng	koruna	ces	106
корона	rus	koruna	ces	106
венец	rus	koruna	ces	106
корона	rus	koruna	ces	106
венец	rus	koruna	ces	106
венчик	rus	koruna	ces	106
корона	rus	koruna	ces	106
крона	rus	koruna	ces	106
корона	rus	koruna	ces	106
корона	rus	koruna	ces	106
крона	rus	koruna	ces	106
корона	rus	koruna	ces	106
венец	rus	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
Krone	deu	koruna	ces	106
Wipfel	deu	koruna	ces	106
crown	eng	koruna	ces	106
Krone	deu	koruna	ces	106
Wipfel	deu	koruna	ces	106
treetop	eng	koruna	ces	106
sommet	fra	koruna	ces	106
faîte de l’arbre	fra	koruna	ces	106
cime	fra	koruna	ces	106
haut d’un arbre	fra	koruna	ces	106
kruin	nld	koruna	ces	106
top	nld	koruna	ces	106
kroon	nld	koruna	ces	106
topje	nld	koruna	ces	106
wjerschina	rus	koruna	ces	106
makuschka	rus	koruna	ces	106
wjerhuschka	rus	koruna	ces	106
copo	spa	koruna	ces	106
copa	spa	koruna	ces	106
cima	spa	koruna	ces	106
corolla	eng	koruna	ces	106
Krone	deu	koruna	ces	106
Blumenkrone	deu	koruna	ces	106
corolle	fra	koruna	ces	106
kroon	nld	koruna	ces	106
crown	eng	koruna	ces	106
kroon	nld	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
krans	nld	koruna	ces	106
hoofdband	nld	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
корона	rus	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
крона	rus	koruna	ces	106
corolle	fra	koruna	ces	106
corolla	eng	koruna	ces	106
kroon	nld	koruna	ces	106
couronne	fra	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
kroon	nld	koruna	ces	106
couronne	fra	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
kroon	nld	koruna	ces	106
корона	rus	koruna	ces	106
корона	rus	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
crown	eng	koruna	ces	106
Krone	deu	koruna	ces	106
coronet	eng	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
крона	rus	koruna	ces	106
Blumenkrone	deu	koruna	ces	106
corolla	eng	koruna	ces	106
corolle	fra	koruna	ces	106
corola	spa	koruna	ces	106
пауза	rus	koruna	ces	106
корона	rus	koruna	ces	106
crown	eng	koruna	ces	106
Krone	deu	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
крона	rus	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
couronne	fra	koruna	ces	106
kroon	nld	koruna	ces	106
Blumenkrone	deu	koruna	ces	106
corolla	eng	koruna	ces	106
corolle	fra	koruna	ces	106
corola	spa	koruna	ces	106
Krone	deu	koruna	ces	106
crown	eng	koruna	ces	106
crown	eng	koruna	ces	106
kroon	nld	koruna	ces	106
корона	rus	koruna	ces	106
couronne	fra	korunka	ces	106
crown	eng	korunka	ces	106
коронка	rus	korunka	ces	106
coronet	eng	korunka	ces	106
crest	eng	korunka	ces	106
crest	eng	korunka	ces	106
коронка	rus	korunka	ces	106
венчик	rus	korunka	ces	106
коронка	rus	korunka	ces	106
крона	rus	korunka	ces	106
корона	rus	korunka	ces	106
венец	rus	korunka	ces	106
coronet	eng	korunka	ces	106
crest	eng	korunka	ces	106
crown	eng	korunka	ces	106
couronne	fra	korunka	ces	106
Krone	deu	korunka	ces	106
Zahnkrone	deu	korunka	ces	106
coronet	eng	korunka	ces	106
crest	eng	korunka	ces	106
crown	eng	korunka	ces	106
crown	eng	korunka	ces	106
couronne	fra	korunka	ces	106
kroon	nld	korunka	ces	106
коро́нка	rus	korunka	ces	106
Blumenkrone	deu	korunka	ces	106
corolla	eng	korunka	ces	106
corolle	fra	korunka	ces	106
corola	spa	korunka	ces	106
Diadem	deu	korunka	ces	106
диадема	rus	korunka	ces	106
diadema	spa	korunka	ces	106
crest	eng	koruna hráze	ces	106
crest	eng	koruna hráze	ces	106
crown	eng	korunovat	ces	106
crown	eng	korunovat	ces	106
top	eng	korunovat	ces	106
crown	eng	korunovat	ces	106
crown	eng	korunovat	ces	106
crown	eng	korunní	ces	106
crown	eng	korunní	ces	106
Blumenkrone	deu	korunní plátky	ces	106
pétale	fra	korunní plátky	ces	106
corolla	eng	korunní plátky	ces	106
corola	spa	korunní plátky	ces	106
corolle	fra	korunní plátky	ces	106
bead	eng	korálek	ces	106
бусина	rus	korálek	ces	106
бусинка	rus	korálek	ces	106
bead	eng	korálek	ces	106
bead	eng	korálek	ces	106
Perle	deu	korálek	ces	106
kraal	nld	korálek	ces	106
graine	fra	korálek	ces	106
bead	eng	korálek	ces	106
abalorio	spa	korálek	ces	106
бусина	rus	korálek	ces	106
chaquira	spa	korálek	ces	106
Perle	deu	korálek	ces	106
bead	eng	korálek	ces	106
kraal	nld	korálek	ces	106
biser	rus	korálek	ces	106
abalorio	spa	korálek	ces	106
Reifenwulst	deu	korálek	ces	106
бусина	rus	korálek	ces	106
bed	eng	koryto	ces	106
trough	eng	koryto	ces	106
жёлоб	rus	koryto	ces	106
колода	rus	koryto	ces	106
manger	eng	koryto	ces	106
trough	eng	koryto	ces	106
bed	eng	koryto	ces	106
canal	eng	koryto	ces	106
channel	eng	koryto	ces	106
shoot	eng	koryto	ces	106
bed	eng	koryto	ces	106
trough	eng	koryto	ces	106
abreuvoir	fra	koryto	ces	106
trough	eng	koryto	ces	106
trough	eng	koryto	ces	106
channel	eng	koryto	ces	106
kanaal	nld	koryto	ces	106
manger	eng	koryto	ces	106
Krippe	deu	koryto	ces	106
kribbe	nld	koryto	ces	106
pesebre	spa	koryto	ces	106
trough	eng	koryto	ces	106
abreuvoir	fra	koryto	ces	106
trough	eng	koryto	ces	106
Mulde	deu	koryto	ces	106
manger	eng	koryto	ces	106
bak	nld	koryto	ces	106
krib	nld	koryto	ces	106
жёлоб	rus	koryto	ces	106
жёлоб	rus	koryto	ces	106
trough	eng	koryto	ces	106
channel	eng	koryto	ces	106
bed	eng	koryto	ces	106
Krippe	deu	koryto	ces	106
trough	eng	koryto	ces	106
crèche	fra	koryto	ces	106
pesebre	spa	koryto	ces	106
ship	eng	koráb	ces	106
ship	eng	koráb	ces	106
корабль	rus	koráb	ces	106
корабль	rus	koráb	ces	106
корабль	rus	koráb	ces	106
ship	eng	koráb	ces	106
navío	spa	koráb	ces	106
Schiff	deu	koráb	ces	106
ship	eng	koráb	ces	106
Schiff	deu	koráb	ces	106
schip	nld	koráb	ces	106
bateau	fra	koráb	ces	106
navire	fra	koráb	ces	106
ship	eng	koráb	ces	106
barco	spa	koráb	ces	106
buque	spa	koráb	ces	106
корабль	rus	koráb	ces	106
судно	rus	koráb	ces	106
Boot	deu	koráb	ces	106
Schiff	deu	koráb	ces	106
boat	eng	koráb	ces	106
nave	eng	koráb	ces	106
ship	eng	koráb	ces	106
vessel	eng	koráb	ces	106
yacht	eng	koráb	ces	106
bateau	fra	koráb	ces	106
navire	fra	koráb	ces	106
boot	nld	koráb	ces	106
schip	nld	koráb	ces	106
кораблик	rus	koráb	ces	106
корабль	rus	koráb	ces	106
судно	rus	koráb	ces	106
barco	spa	koráb	ces	106
barcos	spa	koráb	ces	106
bote	spa	koráb	ces	106
buque	spa	koráb	ces	106
embarcación	spa	koráb	ces	106
nave	spa	koráb	ces	106
navío	spa	koráb	ces	106
trough	eng	korýtko	ces	106
trough	eng	korýtko	ces	106
корытце	rus	korýtko	ces	106
trough	eng	korýtko	ces	106
trough	eng	korýtko	ces	106
коржик	rus	koržik	ces	106
couronne	fra	koróna	ces	106
корона	rus	koróna	ces	106
corset	fra	korzet	ces	106
corset	fra	korzet	ces	106
corset	fra	korzet	ces	106
corset	fra	korzet	ces	106
corset	fra	korzet	ces	106
wind vane	eng	koróba	ces	10041
Halskette	deu	korále	ces	106
collier	fra	korále	ces	106
halssnoer	nld	korále	ces	106
halsketting	nld	korále	ces	106
collar	spa	korále	ces	106
abalorio	spa	korále	ces	106
щиток	rus	korzelet	ces	106
bed	eng	koryto říční	ces	106
applicator	eng	kosmetický aplikátor	ces	106
applicator	eng	kosmetický aplikátor	ces	106
applicator	eng	kosmetický aplikátor	ces	106
Applikationsgerät	deu	kosmetický aplikátor	ces	106
Applikator	deu	kosmetický aplikátor	ces	106
Wattestäbchen	deu	kosmetický aplikátor	ces	106
cotton bud	eng	kosmetický aplikátor	ces	106
cotton swab	eng	kosmetický aplikátor	ces	106
applicateur	fra	kosmetický aplikátor	ces	106
bâtonnet ouaté	fra	kosmetický aplikátor	ces	106
coton tige	fra	kosmetický aplikátor	ces	106
coton-tige	fra	kosmetický aplikátor	ces	106
wattenstaafje	nld	kosmetický aplikátor	ces	106
аппликатор	rus	kosmetický aplikátor	ces	106
лопаточка	rus	kosmetický aplikátor	ces	106
тупфер	rus	kosmetický aplikátor	ces	106
cotonete	spa	kosmetický aplikátor	ces	106
flag	eng	kosatec	ces	106
flag	eng	kosatec	ces	106
flag	eng	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
flag	eng	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
flag	eng	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
Schwertlilie	deu	kosatec	ces	106
coupe	fra	kosení	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
pulp	eng	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
pulp	eng	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
ben	nld	kost	ces	106
Mieze	deu	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
skull	eng	kost	ces	106
косточка	rus	kost	ces	106
кость	rus	kost	ces	106
кость	rus	kost	ces	106
Raute	deu	kosočtverec	ces	106
lozenge	eng	kosočtverec	ces	106
lozenge	eng	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
griet	nld	kosočtverec	ces	106
lozenge	eng	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
Raute	deu	kosočtverec	ces	106
craft	eng	kosmická loď	ces	106
ship	eng	kosmická loď	ces	106
craft	eng	kosmická loď	ces	106
ship	eng	kosmická loď	ces	106
craft	eng	kosmická loď	ces	106
ship	eng	kosmická loď	ces	106
humerus	eng	kost pažní	ces	106
Elle	deu	kost pažní	ces	106
Phalanx	deu	kost pažní	ces	106
Schulterblatt	deu	kost pažní	ces	106
Tarsus	deu	kost pažní	ces	106
Zehe	deu	kost pažní	ces	106
carpe	fra	kost pažní	ces	106
cubitus	fra	kost pažní	ces	106
fémur	fra	kost pažní	ces	106
omoplate	fra	kost pažní	ces	106
péroné	fra	kost pažní	ces	106
phalange	fra	kost pažní	ces	106
radius	fra	kost pažní	ces	106
rotule	fra	kost pažní	ces	106
tibia	fra	kost pažní	ces	106
carpus	eng	kost pažní	ces	106
femur	eng	kost pažní	ces	106
fibula	eng	kost pažní	ces	106
humerus	eng	kost pažní	ces	106
metacarpus	eng	kost pažní	ces	106
metatarsus	eng	kost pažní	ces	106
patella	eng	kost pažní	ces	106
phalanges	eng	kost pažní	ces	106
radius	eng	kost pažní	ces	106
scapula	eng	kost pažní	ces	106
shoulder blade	eng	kost pažní	ces	106
tibia	eng	kost pažní	ces	106
toes	eng	kost pažní	ces	106
ulna	eng	kost pažní	ces	106
falange	spa	kost pažní	ces	106
fémur	spa	kost pažní	ces	106
húmero	spa	kost pažní	ces	106
metatarso	spa	kost pažní	ces	106
muñeca	spa	kost pažní	ces	106
radio	spa	kost pažní	ces	106
rótula	spa	kost pažní	ces	106
tibia	spa	kost pažní	ces	106
tarsus	eng	kost pažní	ces	106
métacarpe	fra	kost pažní	ces	106
métatarse	fra	kost pažní	ces	106
tarse	fra	kost pažní	ces	106
carpo	spa	kost pažní	ces	106
dedos	spa	kost pažní	ces	106
espaldilla	spa	kost pažní	ces	106
metacarpo	spa	kost pažní	ces	106
omóplato	spa	kost pažní	ces	106
peroné	spa	kost pažní	ces	106
tarso	spa	kost pažní	ces	106
Patella	deu	kost pažní	ces	106
Tibia	deu	kost pažní	ces	106
Fibula	deu	kost pažní	ces	106
Femur	deu	kost pažní	ces	106
Carpus	deu	kost pažní	ces	106
Humerus	deu	kost pažní	ces	106
Gliedmassenknochen	deu	kost pažní	ces	106
Metacarpus	deu	kost pažní	ces	106
Metatarsus	deu	kost pažní	ces	106
Scapula	deu	kost pažní	ces	106
limb bones	eng	kost pažní	ces	106
humerus	fra	kost pažní	ces	106
os des membres	fra	kost pažní	ces	106
cubito	spa	kost pažní	ces	106
escápula	spa	kost pažní	ces	106
huesos de los miembros	spa	kost pažní	ces	106
humerus	eng	kost pažní	ces	106
humerus	eng	kost pažní	ces	106
humerus	eng	kost pažní	ces	106
húmero	spa	kost pažní	ces	106
scapula	eng	kost lopatka	ces	106
scapula	eng	kost lopatka	ces	106
scapula	eng	kost lopatka	ces	106
Becken	deu	kost bederní	ces	106
bassin	fra	kost bederní	ces	106
pelvis	eng	kost bederní	ces	106
pelvis	spa	kost bederní	ces	106
pelvis	fra	kost bederní	ces	106
radius	eng	kost vřetenní	ces	106
radius	fra	kost vřetenní	ces	106
radio	spa	kost vřetenní	ces	106
joue	fra	kost lícní	ces	106
die	eng	kostka	ces	106
Würfel	deu	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
dé	fra	kostka	ces	106
кость	rus	kostka	ces	106
cube	eng	kostka	ces	106
куб	rus	kostka	ces	106
Würfel	deu	kostka	ces	106
blokje	nld	kostka	ces	106
bouillonblokje	nld	kostka	ces	106
klontje	nld	kostka	ces	106
terrón	spa	kostka	ces	106
кубик	rus	kostka	ces	106
Würfel	deu	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
dé	fra	kostka	ces	106
die	eng	kostka	ces	106
кость	rus	kostka	ces	106
Würfel	deu	kostka	ces	106
die	eng	kostka	ces	106
dado	spa	kostka	ces	106
dé à jouer	fra	kostka	ces	106
Würfel	deu	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
dé	fra	kostka	ces	106
die	eng	kostka	ces	106
dado	spa	kostka	ces	106
кость	rus	kostka	ces	106
кости	rus	kostka	ces	106
block	eng	kostka	ces	106
dice	eng	kostka	ces	106
lump	eng	kostka	ces	106
blokje	nld	kostka	ces	106
blokje	nld	kostka	ces	106
клетка	rus	kostka	ces	106
куб	rus	kostka	ces	106
кубик	rus	kostka	ces	106
шашка	rus	kostka	ces	106
брусок	rus	kostka	ces	106
клетка	rus	kostka	ces	106
кость	rus	kostka	ces	106
кубик	rus	kostka	ces	106
шашка	rus	kostka	ces	106
кубик	rus	kostka	ces	106
куб	rus	kostka	ces	106
block	eng	kostka	ces	106
cube	eng	kostka	ces	106
dice	eng	kostka	ces	106
die	eng	kostka	ces	106
lump	eng	kostka	ces	106
plaid	eng	kostka	ces	106
cube	fra	kostka	ces	106
dé	fra	kostka	ces	106
Würfel	deu	kostka	ces	106
block	eng	kostka	ces	106
cube	eng	kostka	ces	106
dice	eng	kostka	ces	106
die	eng	kostka	ces	106
lump	eng	kostka	ces	106
Würfel	deu	kostka	ces	106
cube	eng	kostka	ces	106
куб	rus	kostka	ces	106
cubo	spa	kostka	ces	106
Würfel	deu	kostka	ces	106
ку́бик	rus	kostka	ces	106
terrón	spa	kostka	ces	106
cubito	spa	kostka	ces	106
die	eng	kostka	ces	106
Würfel	deu	kostka	ces	106
dé	fra	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
rafelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
кость	rus	kostka	ces	106
ку́бик	rus	kostka	ces	106
игра́льная кость	rus	kostka	ces	106
dado	spa	kostka	ces	106
Würfel	deu	kostka	ces	106
die	eng	kostka	ces	106
dé	fra	kostka	ces	106
кость	rus	kostka	ces	106
dado	spa	kostka	ces	106
cube	eng	kostka	ces	106
cube	fra	kostka	ces	106
Kubus	deu	kostka	ces	106
Würfel	deu	kostka	ces	106
derde macht	nld	kostka	ces	106
kubus	nld	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
blok	nld	kostka	ces	106
klontje	nld	kostka	ces	106
cubo	spa	kostka	ces	106
dado	spa	kostka	ces	106
dé à jouer	fra	kostka	ces	106
Würfel	deu	kostka	ces	106
dice	eng	kostka	ces	106
die	eng	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
dado	spa	kostka	ces	106
Würfel	deu	kostka	ces	106
die dice	eng	kostka	ces	106
dé	fra	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
кость	rus	kostka	ces	106
dado	spa	kostka	ces	106
die	eng	kostka	ces	106
Würfel	deu	kostka	ces	106
dé	fra	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
кость	rus	kostka	ces	106
dado	spa	kostka	ces	106
Würfel	deu	kostka	ces	106
die	eng	kostka	ces	106
dé	fra	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
кость	rus	kostka	ces	106
dado	spa	kostka	ces	106
die	eng	kostka	ces	106
Würfel	deu	kostka	ces	106
Spielwürfel	deu	kostka	ces	106
dice	eng	kostka	ces	106
dé	fra	kostka	ces	106
Quader	deu	kostka	ces	106
Würfel	deu	kostka	ces	106
block	eng	kostka	ces	106
cube	eng	kostka	ces	106
cubes	eng	kostka	ces	106
blok	nld	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
kubus	nld	kostka	ces	106
кубик	rus	kostka	ces	106
Spielwürfel	deu	kostka	ces	106
Würfel	deu	kostka	ces	106
cube	eng	kostka	ces	106
dice	eng	kostka	ces	106
plaid	eng	kostka	ces	106
dé	fra	kostka	ces	106
dobbelsteen	nld	kostka	ces	106
teerling	nld	kostka	ces	106
dado	spa	kostka	ces	106
dados	spa	kostka	ces	106
zapata	spa	kostka	ces	106
bone marrow	eng	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
moelle	fra	kostní dřeň	ces	106
moelle osseuse	fra	kostní dřeň	ces	106
beenmerg	nld	kostní dřeň	ces	106
ко́стный мозг	rus	kostní dřeň	ces	106
médula	spa	kostní dřeň	ces	106
moelle osseuse	fra	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
beenmerg	nld	kostní dřeň	ces	106
костный мозг	rus	kostní dřeň	ces	106
médula ósea	spa	kostní dřeň	ces	106
marrow	eng	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
moelle osseuse	fra	kostní dřeň	ces	106
Knochenmark	deu	kostní dřeň	ces	106
bone marrow	eng	kostní dřeň	ces	106
moelle osseuse	fra	kostní dřeň	ces	106
beenmerg	nld	kostní dřeň	ces	106
merg	nld	kostní dřeň	ces	106
костный мозг	rus	kostní dřeň	ces	106
médula ósea	spa	kostní dřeň	ces	106
dice	eng	kostky	ces	106
dice	eng	kostky	ces	106
dice	eng	kostky	ces	106
Spielwürfel	deu	kostky	ces	106
Würfel	deu	kostky	ces	106
cube	eng	kostky	ces	106
dice	eng	kostky	ces	106
plaid	eng	kostky	ces	106
dé	fra	kostky	ces	106
dobbelsteen	nld	kostky	ces	106
teerling	nld	kostky	ces	106
dado	spa	kostky	ces	106
dados	spa	kostky	ces	106
zapata	spa	kostky	ces	106
frame	eng	kostra	ces	106
framework	eng	kostra	ces	106
рама	rus	kostra	ces	106
frame	eng	kostra	ces	106
framework	eng	kostra	ces	106
Rahmen	deu	kostra	ces	106
lijst	nld	kostra	ces	106
frame	eng	kostra	ces	106
framework	eng	kostra	ces	106
framework	eng	kostra	ces	106
Rahmen	deu	kostra	ces	106
кирка	rus	kostel	ces	106
часовня	rus	kostel	ces	106
церквушка	rus	kostelíček	ces	106
церковка	rus	kostelíček	ces	106
церквушка	rus	kostelík	ces	106
церковка	rus	kostelík	ces	106
косточка	rus	kostička	ces	106
косточка	rus	kostička	ces	106
косточка	rus	kostice	ces	106
кощей	rus	kostlivec	ces	106
aguja	spa	kostlín	ces	106
agujeta	spa	kostlín	ces	106
tail	eng	kostrč	ces	106
кость	rus	kosti	ces	106
spire	eng	kostelní věž	ces	106
Turmhelm	deu	kostelní věž	ces	106
Turmspitze	deu	kostelní věž	ces	106
шпиль	rus	kostelní věž	ces	106
шпиц	rus	kostelní věž	ces	106
chapitel	spa	kostelní věž	ces	106
ensemble	fra	kostým	ces	106
ensemble	eng	kostým	ces	106
pen	eng	kotec	ces	106
pen	eng	kotec	ces	106
stall	eng	kotec	ces	106
pen	eng	kotec	ces	106
stall	eng	kotec	ces	106
pen	eng	kotec	ces	106
stall	eng	kotec	ces	106
куб	rus	kotel	ces	106
котелок	rus	kotel	ces	106
бак	rus	kotel	ces	106
marmite	fra	kotel	ces	106
Verschlag	deu	kotce	ces	106
sideburns	eng	kotlety	ces	106
sideburns	eng	kotlety	ces	106
pot	eng	kotlík	ces	106
котелок	rus	kotlík	ces	106
котелок	rus	kotlík	ces	106
pot	eng	kotlík	ces	106
pot	eng	kotlík	ces	106
бабка	rus	kotník	ces	106
Ofen	deu	kotle na spalování dřeva	ces	106
котлета	rus	kotleta	ces	106
côtelette	fra	kotleta	ces	106
côtelette	fra	kotleta	ces	106
côtelette	fra	kotleta	ces	106
котлета	rus	kotleta	ces	106
côtelette	fra	kotleta	ces	106
котлета	rus	kotleta	ces	106
бассейн	rus	kotlina	ces	106
таз	rus	kotlina	ces	106
bassin	fra	kotlina	ces	106
hol	nld	kotlina	ces	106
Becken	deu	kotliny	ces	106
Kätzchen	deu	kotě	ces	106
chaton	fra	kotě	ces	106
kitten	eng	kotě	ces	106
gatito	spa	kotě	ces	106
котёнок	rus	kotě	ces	106
catling	eng	kotě	ces	106
kitty	eng	kotě	ces	106
котёнок	rus	kotě	ces	106
котёнок	rus	kotě	ces	106
kitten	eng	kotě	ces	106
kitty	eng	kotě	ces	106
catling	eng	kotě	ces	106
chaton	fra	kotě	ces	106
Kätzchen	deu	kotě	ces	106
gatillo	spa	kotě	ces	106
gatito	spa	kotě	ces	106
katje	nld	kotě	ces	106
catling	eng	kotě	ces	106
kitten	eng	kotě	ces	106
kitty	eng	kotě	ces	106
chat	fra	kotě	ces	106
cat	eng	kotě	ces	106
gato	spa	kotě	ces	106
Kätzchen	deu	kotě	ces	106
kitten	eng	kotě	ces	106
minino	spa	kotě	ces	106
gatito	spa	kotě	ces	106
kitten	eng	kotě	ces	106
Kätzlein	deu	kotě	ces	106
Kätzchen	deu	kotě	ces	106
chaton	fra	kotě	ces	106
katje	nld	kotě	ces	106
котёнок	rus	kotě	ces	106
minino	spa	kotě	ces	106
gatito	spa	kotě	ces	106
chaton	fra	kotě	ces	106
Kätzchen	deu	kotě	ces	106
kitty	eng	kotě	ces	106
kitten	eng	kotě	ces	106
katje	nld	kotě	ces	106
котёнок	rus	kotě	ces	106
gatito	spa	kotě	ces	106
Kätzchen	deu	kotě	ces	106
kitty	eng	kotě	ces	106
kitten	eng	kotě	ces	106
chaton	fra	kotě	ces	106
minet	fra	kotě	ces	106
minou	fra	kotě	ces	106
chat	fra	kotě	ces	106
Hauskatze	deu	kotě	ces	106
Kätzlein	deu	kotě	ces	106
Miezekätzchen	deu	kotě	ces	106
Muschikatze	deu	kotě	ces	106
Schmusekatze	deu	kotě	ces	106
Schmusekätzchen	deu	kotě	ces	106
minet	fra	kotě	ces	106
minette	fra	kotě	ces	106
kattepoes	nld	kotě	ces	106
киска	rus	kotě	ces	106
кошечка	rus	kotě	ces	106
Kätzchen	deu	kotě	ces	106
kitten	eng	kotě	ces	106
kitty	eng	kotě	ces	106
chaton	fra	kotě	ces	106
katje	nld	kotě	ces	106
котёнок	rus	kotě	ces	106
крольчонок	rus	kotě	ces	106
gatito	spa	kotě	ces	106
minino	spa	kotě	ces	106
galet	fra	kotouč	ces	106
шайба	rus	kotouč	ces	106
disk	eng	kotouč	ces	106
roll	eng	kotouč	ces	106
wheel	eng	kotouč	ces	106
disque	fra	kotouč	ces	106
disque	fra	kotouč	ces	106
диск	rus	kotouč	ces	106
шайба	rus	kotouč	ces	106
диск	rus	kotouč	ces	106
круг	rus	kotouč	ces	106
шайба	rus	kotouč	ces	106
disk	eng	kotouč	ces	106
roll	eng	kotouč	ces	106
saucer	eng	kotouč	ces	106
wheel	eng	kotouč	ces	106
rouleau	fra	kotouč	ces	106
